Height(km)\Time,2019/12/04 03:32:25,2019/12/04 03:32:34,2019/12/04 03:32:42,2019/12/04 03:32:51,2019/12/04 03:33:00,2019/12/04 03:33:08,2019/12/04 03:33:17,2019/12/04 03:33:26,2019/12/04 03:33:34,2019/12/04 03:33:43,2019/12/04 03:33:52,2019/12/04 03:34:00,2019/12/04 03:34:09,2019/12/04 03:34:18,2019/12/04 03:34:26,2019/12/04 03:34:35,2019/12/04 03:34:43,2019/12/04 03:34:52,2019/12/04 03:35:01,2019/12/04 03:35:10,2019/12/04 03:35:18,2019/12/04 03:35:27,2019/12/04 03:35:35,2019/12/04 03:35:44,2019/12/04 03:35:53,2019/12/04 03:36:02,2019/12/04 03:36:10,2019/12/04 03:36:19,2019/12/04 03:36:28,2019/12/04 03:36:37,2019/12/04 03:36:45,2019/12/04 03:36:54,2019/12/04 03:37:03,2019/12/04 03:37:11,2019/12/04 03:37:20,2019/12/04 03:37:29,2019/12/04 03:37:37,2019/12/04 03:37:46,2019/12/04 03:37:55,2019/12/04 03:38:03,2019/12/04 03:38:12,2019/12/04 03:38:21,2019/12/04 03:38:29,2019/12/04 03:38:38,2019/12/04 03:38:47,2019/12/04 03:38:56,2019/12/04 03:39:05,2019/12/04 03:39:13,2019/12/04 03:39:22,2019/12/04 03:39:31,2019/12/04 03:39:39,2019/12/04 03:39:48,2019/12/04 03:39:57,2019/12/04 03:40:05,2019/12/04 03:40:14,2019/12/04 03:40:23,2019/12/04 03:40:31,2019/12/04 03:40:40,2019/12/04 03:40:49,2019/12/04 03:40:57,2019/12/04 03:41:06,2019/12/04 03:41:15,2019/12/04 03:41:24,2019/12/04 03:41:32,2019/12/04 03:41:41,2019/12/04 03:41:50,2019/12/04 03:41:58,2019/12/04 03:42:07,2019/12/04 03:42:16,2019/12/04 03:42:25,2019/12/04 03:42:33,2019/12/04 03:42:42,2019/12/04 03:42:50,2019/12/04 03:42:59,2019/12/04 03:43:08,2019/12/04 03:43:17,2019/12/04 03:43:25,2019/12/04 03:43:34,2019/12/04 03:43:43,2019/12/04 03:43:51,2019/12/04 03:44:00,2019/12/04 03:44:09,2019/12/04 03:44:17,2019/12/04 03:44:26,2019/12/04 03:44:35,2019/12/04 03:44:43,2019/12/04 03:44:52,2019/12/04 03:45:01,2019/12/04 03:45:10,2019/12/04 03:45:18,2019/12/04 03:45:27,2019/12/04 03:45:36,2019/12/04 03:45:44,2019/12/04 03:45:53,2019/12/04 03:46:01,2019/12/04 03:46:10,2019/12/04 03:46:19,2019/12/04 03:46:27,2019/12/04 03:46:36,2019/12/04 03:46:45,2019/12/04 03:46:53,2019/12/04 03:47:02,2019/12/04 03:47:11,2019/12/04 03:47:19,2019/12/04 03:47:28,2019/12/04 03:47:37,2019/12/04 03:47:45,2019/12/04 03:47:54,2019/12/04 03:48:03,2019/12/04 03:48:11,2019/12/04 03:48:20,2019/12/04 03:48:29,2019/12/04 03:48:37,2019/12/04 03:48:46,2019/12/04 03:48:55,2019/12/04 03:49:04,2019/12/04 03:49:12,2019/12/04 03:49:21,2019/12/04 03:49:30,2019/12/04 03:49:38,2019/12/04 03:49:47,2019/12/04 03:49:56,2019/12/04 03:50:08,2019/12/04 03:50:16,2019/12/04 03:50:25,2019/12/04 03:50:34,2019/12/04 03:50:42,2019/12/04 03:50:51,2019/12/04 03:51:00,2019/12/04 03:51:08,2019/12/04 03:51:17,2019/12/04 03:51:26,2019/12/04 03:51:34,2019/12/04 03:51:43,2019/12/04 03:51:52,2019/12/04 03:52:00,2019/12/04 03:52:09,2019/12/04 03:52:18,2019/12/04 03:52:26,2019/12/04 03:52:35,2019/12/04 03:52:44,2019/12/04 03:52:52,2019/12/04 03:53:01,2019/12/04 03:53:10,2019/12/04 03:53:18,2019/12/04 03:53:27,2019/12/04 03:53:36,2019/12/04 03:53:44,2019/12/04 03:53:53,2019/12/04 03:54:01,2019/12/04 03:54:10,2019/12/04 03:54:19,2019/12/04 03:54:28,2019/12/04 03:54:36,2019/12/04 03:54:45,2019/12/04 03:54:54,2019/12/04 03:55:03,2019/12/04 03:55:11,2019/12/04 03:55:20,2019/12/04 03:55:28,2019/12/04 03:55:37,2019/12/04 03:55:46,2019/12/04 03:55:55,2019/12/04 03:56:03,2019/12/04 03:56:12,2019/12/04 03:56:20,2019/12/04 03:56:29,2019/12/04 03:56:38,2019/12/04 03:56:46,2019/12/04 03:56:55,2019/12/04 03:57:04,2019/12/04 03:57:12,2019/12/04 03:57:21,2019/12/04 03:57:30,2019/12/04 03:57:38,2019/12/04 03:57:47,2019/12/04 03:57:56,2019/12/04 03:58:04,2019/12/04 03:58:13,2019/12/04 03:58:22,2019/12/04 03:58:30,
10.650000,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,
10.657500,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,0.011704,
10.665000,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,
10.672500,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,
10.680000,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,0.011703,
10.687500,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,
10.695000,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,0.011702,
10.702500,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,
10.710000,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,0.011701,
10.717500,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,
10.725000,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,0.011700,
10.732500,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,0.011699,
